accession_id,virus_name,location,collection_date
EPI_ISL_422850,hCoV-19/Netherlands/NA_90/2020,Europe / Netherlands,2020-03-16
EPI_ISL_421519,hCoV-19/Spain/Valencia52/2020,Europe / Spain / Comunitat_Valenciana / Valencia,2020-03-21
EPI_ISL_421517,hCoV-19/Spain/Valencia47/2020,Europe / Spain / Comunitat_Valenciana / Valencia,2020-03-16
EPI_ISL_422848,hCoV-19/Netherlands/NA_88/2020,Europe / Netherlands,2020-03-16
EPI_ISL_421518,hCoV-19/Spain/Valencia48/2020,Europe / Spain / Comunitat_Valenciana / Valencia,2020-03-17
EPI_ISL_422849,hCoV-19/Netherlands/NA_89/2020,Europe / Netherlands,2020-03-16
EPI_ISL_421515,hCoV-19/Spain/Valencia40/2020,Europe / Spain / Comunitat_Valenciana / Valencia,2020-03-07
EPI_ISL_422846,hCoV-19/Netherlands/NA_86/2020,Europe / Netherlands,2020-03-16
EPI_ISL_421516,hCoV-19/Spain/Valencia46/2020,Europe / Spain / Comunitat_Valenciana / Valencia,2020-03-16
EPI_ISL_422847,hCoV-19/Netherlands/NA_87/2020,Europe / Netherlands,2020-03-16
EPI_ISL_421513,hCoV-19/France/IDF3345/2020,Europe / France / Ile de France / Orsay,2020-03-23
EPI_ISL_422844,hCoV-19/Netherlands/NA_84/2020,Europe / Netherlands,2020-03-12
EPI_ISL_421514,hCoV-19/France/CVL3365/2020,Europe / France / Centre - Val de Loire / Abondant,2020-03-20
EPI_ISL_422845,hCoV-19/Netherlands/NA_85/2020,Europe / Netherlands,2020-03-12
EPI_ISL_421511,hCoV-19/France/HF3295/2020,Europe / France / Hauts de France / Compiegne,2020-03-23
EPI_ISL_422842,hCoV-19/Netherlands/NA_82/2020,Europe / Netherlands,2020-03-11
EPI_ISL_421512,hCoV-19/France/IDF3324/2020,Europe / France / Ile de France / Longjumeau,2020-03-23
EPI_ISL_422843,hCoV-19/Netherlands/NA_83/2020,Europe / Netherlands,2020-03-11
EPI_ISL_422840,hCoV-19/Netherlands/NA_80/2020,Europe / Netherlands,2020-03-11
EPI_ISL_421510,hCoV-19/France/HF3293/2020,Europe / France / Hauts de France / Compiegne,2020-03-23
EPI_ISL_422841,hCoV-19/Netherlands/NA_81/2020,Europe / Netherlands,2020-03-11
EPI_ISL_421508,hCoV-19/France/IDF3276/2020,Europe / France / Ile de France / Seine-Port,2020-03-23
EPI_ISL_422839,hCoV-19/Netherlands/NA_79/2020,Europe / Netherlands,2020-03-10
EPI_ISL_421509,hCoV-19/France/HF3290/2020,Europe / France / Hauts de France / Compiegne,2020-03-23
EPI_ISL_421506,hCoV-19/France/IDF3236/2020,Europe / France / Ile de France / Longjumeau,2020-03-21
EPI_ISL_422837,hCoV-19/Netherlands/NA_77/2020,Europe / Netherlands,2020-03-09
EPI_ISL_421507,hCoV-19/France/IDF3274/2020,Europe / France / Ile de France / Seine-Port,2020-03-23
EPI_ISL_422838,hCoV-19/Netherlands/NA_78/2020,Europe / Netherlands,2020-03-09
EPI_ISL_421504,hCoV-19/France/IDF2536/2020,Europe / France / Ile de France / Longjumeau,2020-03-14
EPI_ISL_422835,hCoV-19/Netherlands/NA_75/2020,Europe / Netherlands,2020-03-10
EPI_ISL_421505,hCoV-19/France/IDF2548/2020,Europe / France / Ile de France / Longjumeau,2020-03-15
EPI_ISL_422836,hCoV-19/Netherlands/NA_76/2020,Europe / Netherlands,2020-03-08
EPI_ISL_407214,hCoV-19/USA/WA1-A12/2020,North America / USA / Washington,2020-01-25
EPI_ISL_421502,hCoV-19/France/IDF2412/2020,Europe / France / Ile de France / Saint Germain en Laye,2020-03-12
EPI_ISL_422833,hCoV-19/Netherlands/NA_73/2020,Europe / Netherlands,2020-03-10
EPI_ISL_407215,hCoV-19/USA/WA1-F6/2020,North America / USA / Washington,2020-01-25
EPI_ISL_421503,hCoV-19/France/IDF2414/2020,Europe / France / Ile de France / Saint Germain en Laye,2020-03-12
EPI_ISL_422834,hCoV-19/Netherlands/NA_74/2020,Europe / Netherlands,2020-03-10
EPI_ISL_421500,hCoV-19/France/HF2306/2020,Europe / France / Hauts de France / Compiegne,2020-03-11
EPI_ISL_422831,hCoV-19/Netherlands/NA_71/2020,Europe / Netherlands,2020-03-10
EPI_ISL_421501,hCoV-19/France/IDF2359/2020,Europe / France / Ile de France / Longjumeau,2020-03-12
EPI_ISL_422832,hCoV-19/Netherlands/NA_72/2020,Europe / Netherlands,2020-03-10
EPI_ISL_419221,hCoV-19/Hong Kong/HKPU45-0502/2020,Asia / Hong Kong,2020-02-11
EPI_ISL_420210,hCoV-19/England/SHEF-C041F/2020,Europe / England / South Yorkshire,2020-03-27
EPI_ISL_422873,hCoV-19/Netherlands/NoordBrabant_77/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_421543,hCoV-19/USA/WY-WYPHL006/2020,North America / USA / Wyoming,2020-03-15
EPI_ISL_422874,hCoV-19/Netherlands/NoordBrabant_79/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420212,hCoV-19/England/SHEF-C03D6/2020,Europe / England / South Yorkshire,2020-03-28
EPI_ISL_422871,hCoV-19/Netherlands/NoordBrabant_75/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_420211,hCoV-19/England/SHEF-C0224/2020,Europe / England / South Yorkshire,2020-03-28
EPI_ISL_422872,hCoV-19/Netherlands/NoordBrabant_76/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419225,hCoV-19/Hong Kong/HKPU53-0802/2020,Asia / Hong Kong,2020-02-13
EPI_ISL_419224,hCoV-19/Hong Kong/HKPU52-3101/2020,Asia / Hong Kong,2020-02-13
EPI_ISL_422870,hCoV-19/Netherlands/NoordBrabant_74/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419223,hCoV-19/Hong Kong/HKPU49-3001/2020,Asia / Hong Kong,2020-02-11
EPI_ISL_419222,hCoV-19/Hong Kong/HKPU48-0202/2020,Asia / Hong Kong,2020-02-11
EPI_ISL_419229,hCoV-19/Hong Kong/HKPU61-0202/2020,Asia / Hong Kong,2020-02-17
EPI_ISL_419228,hCoV-19/Hong Kong/HKPU60-0802/2020,Asia / Hong Kong,2020-02-17
EPI_ISL_419227,hCoV-19/Hong Kong/HKPU57-0702/2020,Asia / Hong Kong,2020-02-15
EPI_ISL_419226,hCoV-19/Hong Kong/HKPU54-0302/2020,Asia / Hong Kong,2020-02-13
EPI_ISL_420207,hCoV-19/England/SHEF-C02E8/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_420206,hCoV-19/England/SHEF-C036D/2020,Europe / England / South Yorkshire,2020-03-27
EPI_ISL_420209,hCoV-19/England/SHEF-C027F/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422868,hCoV-19/Netherlands/NoordBrabant_72/2020,Europe / Netherlands / Noord Brabant,2020-03-13
EPI_ISL_420208,hCoV-19/England/SHEF-C02AC/2020,Europe / England / South Yorkshire,2020-03-28
EPI_ISL_422869,hCoV-19/Netherlands/NoordBrabant_73/2020,Europe / Netherlands / Noord Brabant,2020-03-13
EPI_ISL_420203,hCoV-19/England/SHEF-C045B/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422866,hCoV-19/Netherlands/NoordBrabant_70/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420202,hCoV-19/England/SHEF-C04B5/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422867,hCoV-19/Netherlands/NoordBrabant_71/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420205,hCoV-19/England/SHEF-C034F/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422864,hCoV-19/Netherlands/NoordBrabant_105/2020,Europe / Netherlands / Noord Brabant,2020-03-08
EPI_ISL_420204,hCoV-19/England/SHEF-C0215/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422865,hCoV-19/Netherlands/NoordBrabant_69/2020,Europe / Netherlands / Noord Brabant,2020-03-02
EPI_ISL_421531,hCov-19/cat/China/Wuhan/2020,Asia / China / Wuhan,2020-03-15
EPI_ISL_422862,hCoV-19/Netherlands/NoordBrabant_103/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419210,hCoV-19/Israel/ISR_IT0320/2020,Asia / Israel / Ramat Gan,2020-03-01
EPI_ISL_422863,hCoV-19/Netherlands/NoordBrabant_104/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_420201,hCoV-19/England/SHEF-C0488/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422860,hCoV-19/Netherlands/NoordBrabant_101/2020,Europe / Netherlands / Noord Brabant,2020-03-20
EPI_ISL_420200,hCoV-19/England/SHEF-C04C4/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_422861,hCoV-19/Netherlands/NoordBrabant_102/2020,Europe / Netherlands / Noord Brabant,2020-03-21
EPI_ISL_419214,hCoV-19/Hong Kong/HKPU39-3001/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_419213,hCoV-19/Hong Kong/HKPU38-3001/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_419211,hCoV-19/Israel/ISR_JP0320/2020,Asia / Israel / Ramat Gan,2020-02-23
EPI_ISL_419218,hCoV-19/Hong Kong/HKPU43-0202/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_419217,hCoV-19/Hong Kong/HKPU42-0302/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_419216,hCoV-19/Hong Kong/HKPU41-0802/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_419215,hCoV-19/Hong Kong/HKPU40-2801/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_419219,hCoV-19/Hong Kong/HKPU44-0102/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_422859,hCoV-19/Netherlands/NoordBrabant_100/2020,Europe / Netherlands / Noord Brabant,2020-03-20
EPI_ISL_422857,hCoV-19/Netherlands/NA_97/2020,Europe / Netherlands,2020-03-18
EPI_ISL_422858,hCoV-19/Netherlands/NA_99/2020,Europe / Netherlands,2020-03-17
EPI_ISL_422855,hCoV-19/Netherlands/NA_95/2020,Europe / Netherlands,2020-03-17
EPI_ISL_422856,hCoV-19/Netherlands/NA_96/2020,Europe / Netherlands,2020-03-18
EPI_ISL_422853,hCoV-19/Netherlands/NA_93/2020,Europe / Netherlands,2020-03-18
EPI_ISL_422854,hCoV-19/Netherlands/NA_94/2020,Europe / Netherlands,2020-03-18
EPI_ISL_419243,hCoV-19/Hong Kong/HKPU70-1302/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_420232,hCoV-19/England/SHEF-C0682/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_422895,hCoV-19/Netherlands/NoordHolland_4/2020,Europe / Netherlands / Noord Brabant,2020-03-25
EPI_ISL_419242,hCoV-19/Hong Kong/HKPU66-2501/2020,Asia / Hong Kong,2020-02-23
EPI_ISL_420231,hCoV-19/England/SHEF-C0691/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_422896,hCoV-19/Netherlands/NoordHolland_5/2020,Europe / Netherlands / Noord Brabant,2020-03-29
EPI_ISL_419241,hCoV-19/Hong Kong/HKPU65-1202/2020,Asia / Hong Kong,2020-02-19
EPI_ISL_420234,hCoV-19/England/SHEF-C0567/2020,Europe / England / South Yorkshire,2020-03-24
EPI_ISL_421562,hCoV-19/USA/UT-00139/2020,North America / USA / Utah,2020-03-19
EPI_ISL_422893,hCoV-19/Netherlands/NoordBrabant_99/2020,Europe / Netherlands / Noord Brabant,2020-03-19
EPI_ISL_419240,hCoV-19/Spain/PaisVasco201607/2020,Europe / Spain / Basque Country,2020-03-03
EPI_ISL_420233,hCoV-19/England/SHEF-C050D/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421563,hCoV-19/USA/UT-00364/2020,North America / USA / Utah,2020-03-29
EPI_ISL_422894,hCoV-19/Netherlands/NoordHolland_31/2020,Europe / Netherlands / Zuid Holland,2020-03-10
EPI_ISL_419247,hCoV-19/Hong Kong/HKPU83-1702/2020,Asia / Hong Kong,2020-02-24
EPI_ISL_421560,hCoV-19/USA/UT-00035/2020,North America / USA / Utah,2020-03-18
EPI_ISL_422891,hCoV-19/Netherlands/NoordBrabant_97/2020,Europe / Netherlands / Noord Brabant,2020-03-19
EPI_ISL_419246,hCoV-19/Hong Kong/HKPU76-0802/2020,Asia / Hong Kong,2020-02-23
EPI_ISL_421561,hCoV-19/USA/UT-00055/2020,North America / USA / Utah,2020-03-17
EPI_ISL_422892,hCoV-19/Netherlands/NoordBrabant_98/2020,Europe / Netherlands / Noord Brabant,2020-03-19
EPI_ISL_419245,hCoV-19/Hong Kong/HKPU74-1302/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_420230,hCoV-19/England/SHEF-C0145/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_419244,hCoV-19/Hong Kong/HKPU73-0802/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_422890,hCoV-19/Netherlands/NoordBrabant_96/2020,Europe / Netherlands / Noord Brabant,2020-03-18
EPI_ISL_419249,hCoV-19/Hong Kong/HKPU86-1802/2020,Asia / Hong Kong,2020-02-25
EPI_ISL_419248,hCoV-19/Hong Kong/HKPU84-2502/2020,Asia / Hong Kong,2020-02-24
EPI_ISL_420229,hCoV-19/England/SHEF-C01CD/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_420228,hCoV-19/England/SHEF-C0127/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_420225,hCoV-19/England/SHEF-C052B/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_422888,hCoV-19/Netherlands/NoordBrabant_94/2020,Europe / Netherlands / Noord Brabant,2020-03-17
EPI_ISL_420224,hCoV-19/England/SHEF-C0594/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_422889,hCoV-19/Netherlands/NoordBrabant_95/2020,Europe / Netherlands / Noord Brabant,2020-03-17
EPI_ISL_420227,hCoV-19/England/SHEF-C01FA/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_422886,hCoV-19/Netherlands/NoordBrabant_92/2020,Europe / Netherlands / Noord Brabant,2020-03-24
EPI_ISL_420226,hCoV-19/England/SHEF-C0154/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_422887,hCoV-19/Netherlands/NoordBrabant_93/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419232,hCoV-19/Hong Kong/HKPU64-1202/2020,Asia / Hong Kong,2020-02-19
EPI_ISL_420221,hCoV-19/England/SHEF-C03E5/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_421553,hCoV-19/USA/WY-WYPHL019/2020,North America / USA / Wyoming,2020-03-19
EPI_ISL_422884,hCoV-19/Netherlands/NoordBrabant_90/2020,Europe / Netherlands / Noord Brabant,2020
EPI_ISL_419231,hCoV-19/Hong Kong/HKPU63-1402/2020,Asia / Hong Kong,2020-02-19
EPI_ISL_420220,hCoV-19/England/SHEF-C035E/2020,Europe / England / South Yorkshire,2020-03-28
EPI_ISL_421554,hCoV-19/USA/WY-WYPHL020/2020,North America / USA / Wyoming,2020-03-19
EPI_ISL_422885,hCoV-19/Netherlands/NoordBrabant_91/2020,Europe / Netherlands / Noord Brabant,2020-03-24
EPI_ISL_419230,hCoV-19/Spain/Andalucia201617/2020,Europe / Spain / Andalusia,2020-03-05
EPI_ISL_420223,hCoV-19/England/SHEF-C0716/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_421551,hCoV-19/USA/WY-WYPHL015/2020,North America / USA / Wyoming,2020-03-18
EPI_ISL_422882,hCoV-19/Netherlands/NoordBrabant_88/2020,Europe / Netherlands / Noord Brabant,2020
EPI_ISL_420222,hCoV-19/England/SHEF-C02F7/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_421552,hCoV-19/USA/WY-WYPHL018/2020,North America / USA / Wyoming,2020-03-19
EPI_ISL_422883,hCoV-19/Netherlands/NoordBrabant_89/2020,Europe / Netherlands / Noord Brabant,2020
EPI_ISL_419236,hCoV-19/Spain/Madrid201709/2020,Europe / Spain / Madrid,2020-03-07
EPI_ISL_422880,hCoV-19/Netherlands/NoordBrabant_86/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419235,hCoV-19/Spain/Madrid201706/2020,Europe / Spain / Madrid,2020-03-07
EPI_ISL_421550,hCoV-19/USA/WY-WYPHL014/2020,North America / USA / Wyoming,2020-03-16
EPI_ISL_422881,hCoV-19/Netherlands/NoordBrabant_87/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_419234,hCoV-19/Spain/LaRioja201575/2020,Europe / Spain / LaRioja,2020-03-03
EPI_ISL_419233,hCoV-19/Spain/Canarias201495/2020,Europe / Spain / Canary Islands,2020-03-04
EPI_ISL_419238,hCoV-19/Spain/PaisVasco201493/2020,Europe / Spain / Basque Country,2020-03-05
EPI_ISL_419237,hCoV-19/Spain/Madrid201738/2020,Europe / Spain / Madrid,2020-03-07
EPI_ISL_420218,hCoV-19/England/SHEF-C02D9/2020,Europe / England / South Yorkshire,2020-03-27
EPI_ISL_420217,hCoV-19/England/SHEF-C043D/2020,Europe / England / South Yorkshire,2020-03-27
EPI_ISL_421548,hCoV-19/USA/WY-WYPHL011/2020,North America / USA / Wyoming,2020-03-14
EPI_ISL_422879,hCoV-19/Netherlands/NoordBrabant_85/2020,Europe / Netherlands / Noord Brabant,2020-03-09
EPI_ISL_420219,hCoV-19/England/SHEF-C037C/2020,Europe / England / South Yorkshire,2020-03-28
EPI_ISL_421549,hCoV-19/USA/WY-WYPHL012/2020,North America / USA / Wyoming,2020-03-14
EPI_ISL_420214,hCoV-19/England/SHEF-C0330/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_421546,hCoV-19/USA/WY-WYPHL009/2020,North America / USA / Wyoming,2020-03-15
EPI_ISL_422877,hCoV-19/Netherlands/NoordBrabant_82/2020,Europe / Netherlands / Noord Brabant,2020-03-12
EPI_ISL_420213,hCoV-19/England/SHEF-C04D3/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_421547,hCoV-19/USA/WY-WYPHL010/2020,North America / USA / Wyoming,2020-03-16
EPI_ISL_422878,hCoV-19/Netherlands/NoordBrabant_83/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420216,hCoV-19/England/SHEF-C0312/2020,Europe / England / South Yorkshire,2020-03-29
EPI_ISL_421544,hCoV-19/USA/WY-WYPHL007/2020,North America / USA / Wyoming,2020-03-15
EPI_ISL_422875,hCoV-19/Netherlands/NoordBrabant_80/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420215,hCoV-19/England/SHEF-C046A/2020,Europe / England / South Yorkshire,2020-03-27
EPI_ISL_421545,hCoV-19/USA/WY-WYPHL008/2020,North America / USA / Wyoming,2020-03-15
EPI_ISL_422876,hCoV-19/Netherlands/NoordBrabant_81/2020,Europe / Netherlands / Noord Brabant,2020-03-11
EPI_ISL_420254,hCoV-19/England/SHEF-C01EB/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421586,hCoV-19/USA/NY-NYUMC85/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_419265,hCoV-19/Belgium/UGent-6/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_420253,hCoV-19/England/SHEF-C01BE/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421587,hCoV-19/USA/NY-NYUMC86/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_419264,hCoV-19/Belgium/UGent-12/2020,Europe / Belgium / Ghent,2020-03-20
EPI_ISL_419263,hCoV-19/USA/VA-DCLS-0011/2020,North America / USA / Virginia,2020-03-10
EPI_ISL_420256,hCoV-19/England/SHEF-C01DC/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421584,hCoV-19/USA/NJ-NYUMC83/2020,North America / USA / New Jersey,2020-03-18
EPI_ISL_419262,hCoV-19/USA/VA-DCLS-0010/2020,North America / USA / Virginia,2020-03-09
EPI_ISL_420255,hCoV-19/England/SHEF-C0163/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421585,hCoV-19/USA/NJ-NYUMC84/2020,North America / USA / New Jersey,2020-03-18
EPI_ISL_420250,hCoV-19/England/SHEF-C06DD/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421582,hCoV-19/USA/NY-NYUMC81/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_421583,hCoV-19/USA/NY-NYUMC82/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_420252,hCoV-19/England/SHEF-C01AF/2020,Europe / England / Derbyshire,2020-03-24
EPI_ISL_421580,hCoV-19/USA/NY-NYUMC79/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_420251,hCoV-19/England/SHEF-C0673/2020,Europe / England / Derbyshire,2020-03-25
EPI_ISL_421581,hCoV-19/USA/NY-NYUMC80/2020,North America / USA / New York / Queens,2020-03-18
EPI_ISL_419266,hCoV-19/Belgium/UGent-4/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_419261,hCoV-19/USA/VA-DCLS-0009/2020,North America / USA / Virginia,2020-03-09
EPI_ISL_420247,hCoV-19/England/SHEF-C0585/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421579,hCoV-19/USA/NY-NYUMC78/2020,North America / USA / New York / Bronx,2020-03-18
EPI_ISL_419260,hCoV-19/USA/VA-DCLS-0008/2020,North America / USA / Virginia,2020-03-08
EPI_ISL_420246,hCoV-19/England/SHEF-C05D0/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_420249,hCoV-19/England/SHEF-C0549/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_421577,hCoV-19/USA/NY-NYUMC76/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_420248,hCoV-19/England/SHEF-C06BF/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421578,hCoV-19/USA/NY-NYUMC77/2020,North America / USA / New York / Brooklyn,2020-03-18
EPI_ISL_419254,hCoV-19/Italy/INMI6/2020,Europe / Italy / Rome,2020-03-23
EPI_ISL_420243,hCoV-19/England/SHEF-C05FE/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421575,hCoV-19/South Africa/KRISP_0011/2020,Africa / South Africa / KZN,2020-04-01
EPI_ISL_419253,hCoV-19/Hong Kong/HKPU92-1302/2020,Asia / Hong Kong,2020-02-26
EPI_ISL_420242,hCoV-19/England/SHEF-C0734/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_421576,hCoV-19/South Africa/KRISP_0012/2020,Africa / South Africa / KZN,2020-04-01
EPI_ISL_419252,hCoV-19/Hong Kong/HKPU91-2002/2020,Asia / Hong Kong,2020-02-26
EPI_ISL_420245,hCoV-19/England/SHEF-C06CE/2020,Europe / England / South Yorkshire,2020-03-25
EPI_ISL_421573,hCoV-19/South Africa/KRISP_0006/2020,Africa / South Africa / KZN,2020-03-31
EPI_ISL_419251,hCoV-19/Hong Kong/HKPU90-1602/2020,Asia / Hong Kong,2020-02-26
EPI_ISL_420244,hCoV-19/England/SHEF-C05B2/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_421574,hCoV-19/South Africa/KRISP_0007/2020,Africa / South Africa / KZN,2020-04-01
EPI_ISL_419258,hCoV-19/USA/VA-DCLS-0007/2020,North America / USA / Virginia,2020-03-19
EPI_ISL_419257,hCoV-19/USA/VA-DCLS-0006/2020,North America / USA / Virginia,2020-03-19
EPI_ISL_421572,hCoV-19/South Africa/KRISP_0002/2020,Africa / South Africa / KZN,2020-03-23
EPI_ISL_419256,hCoV-19/USA/VA-DCLS-0005/2020,North America / USA / Virginia,2020-03-16
EPI_ISL_420241,hCoV-19/England/SHEF-C0637/2020,Europe / England / South Yorkshire,2020-03-26
EPI_ISL_419255,hCoV-19/Italy/INMI7/2020,Europe / Italy / Rome,2020-03-23
EPI_ISL_420240,hCoV-19/England/SHEF-C0084/2020,Europe / England / South Yorkshire,2020-03-23
EPI_ISL_419259,hCoV-19/Belgium/UGent-11/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_420239,hCoV-19/England/SHEF-C0770/2020,Europe / England / South Yorkshire,2020-03-23
EPI_ISL_419250,hCoV-19/Hong Kong/HKPU89-2502/2020,Asia / Hong Kong,2020-02-26
EPI_ISL_420236,hCoV-19/England/SHEF-C0664/2020,Europe / England / South Yorkshire,2020-03-23
EPI_ISL_422899,hCoV-19/Netherlands/Utrecht_22/2020,Europe / Netherlands / Utrecht,2020-03-03
EPI_ISL_420235,hCoV-19/England/SHEF-C053A/2020,Europe / England / South Yorkshire,2020-03-23
EPI_ISL_420238,hCoV-19/England/SHEF-C051C/2020,Europe / England / South Yorkshire,2020-03-22
EPI_ISL_422897,hCoV-19/Netherlands/Utrecht_20/2020,Europe / Netherlands / Utrecht,2020-03-11
EPI_ISL_420237,hCoV-19/England/SHEF-C0628/2020,Europe / England / South Yorkshire,2020-03-23
EPI_ISL_422898,hCoV-19/Netherlands/Utrecht_21/2020,Europe / Netherlands / Utrecht,2020-03-03
EPI_ISL_425048,hCoV-19/Belgium/UGent-1/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_426380,hCoV-19/Hong Kong/VM20002868-2/2020,Asia / Hong Kong,2020-02-24
EPI_ISL_426381,hCoV-19/Hong Kong/VM20002907-2/2020,Asia / Hong Kong,2020-02-25
EPI_ISL_426382,hCoV-19/Hong Kong/VM20002442/2020,Asia / Hong Kong,2020-02-08
EPI_ISL_426383,hCoV-19/Hong Kong/VM20002443/2020,Asia / Hong Kong,2020-02-01
EPI_ISL_426384,hCoV-19/Hong Kong/VM20002453/2020,Asia / Hong Kong,2020-02-08
EPI_ISL_426385,hCoV-19/Hong Kong/VM20002452/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_426386,hCoV-19/Hong Kong/VM20002448/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_426387,hCoV-19/Hong Kong/VM20002450/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_426388,hCoV-19/Hong Kong/VM20002451/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_426389,hCoV-19/Hong Kong/VM20002454/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_414380,hCoV-19/Singapore/14/2020,Asia / Singapore,2020-02-13
EPI_ISL_426390,hCoV-19/Hong Kong/VM20002459/2020,Asia / Hong Kong,2020-02-09
EPI_ISL_426391,hCoV-19/Hong Kong/VM20002491/2020,Asia / Hong Kong,2020-02-10
EPI_ISL_426392,hCoV-19/Hong Kong/VM20002505/2020,Asia / Hong Kong,2020-02-11
EPI_ISL_426393,hCoV-19/Hong Kong/VM20002529/2020,Asia / Hong Kong,2020-02-11
EPI_ISL_426394,hCoV-19/Hong Kong/VM20002798/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_426395,hCoV-19/Hong Kong/VM20002796/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_426396,hCoV-19/Hong Kong/VM20002797/2020,Asia / Hong Kong,2020-02-22
EPI_ISL_426397,hCoV-19/Hong Kong/VM20002809/2020,Asia / Hong Kong,2020-02-23
EPI_ISL_426398,hCoV-19/Hong Kong/VM20002861/2020,Asia / Hong Kong,2020-02-24
EPI_ISL_426399,hCoV-19/Hong Kong/VM20002862/2020,Asia / Hong Kong,2020-02-24
EPI_ISL_425064,hCoV-19/Belgium/UGent-25/2020,Europe / Belgium / Ghent,2020-03-25
