accession_id,virus_name,location,collection_date
EPI_ISL_421324,hCoV-19/USA/WI-66/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422655,hCoV-19/Netherlands/NA_106/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423987,hCoV-19/England/20129010902/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421325,hCoV-19/USA/WI-67/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422656,hCoV-19/Netherlands/NA_107/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423986,hCoV-19/England/20129010804/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_415481,hCoV-19/Netherlands/NA_24/2020,Europe / Netherlands,2020-03-08
EPI_ISL_415480,hCoV-19/Netherlands/NA_23/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415483,hCoV-19/Netherlands/NA_26/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415482,hCoV-19/Netherlands/NA_25/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415485,hCoV-19/Netherlands/NA_28/2020,Europe / Netherlands,2020-03-12
EPI_ISL_415484,hCoV-19/Netherlands/NA_27/2020,Europe / Netherlands,2020-03-13
EPI_ISL_415487,hCoV-19/Netherlands/NA_30/2020,Europe / Netherlands,2020-03-13
EPI_ISL_415486,hCoV-19/Netherlands/NA_29/2020,Europe / Netherlands,2020-03-13
EPI_ISL_415489,hCoV-19/Netherlands/NA_32/2020,Europe / Netherlands,2020-03-13
EPI_ISL_415488,hCoV-19/Netherlands/NA_31/2020,Europe / Netherlands,2020-03-13
EPI_ISL_427470,hCoV-19/USA/NY-NYUMC173/2020,North America / USA / New York / Staten Island,2020-04-01
EPI_ISL_427471,hCoV-19/USA/NY-NYUMC174/2020,North America / USA / New York / Nassau County,2020-04-01
EPI_ISL_427472,hCoV-19/USA/NY-NYUMC175/2020,North America / USA / New York / Nassau County,2020-04-01
EPI_ISL_427473,hCoV-19/USA/NY-NYUMC177/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427474,hCoV-19/USA/NY-NYUMC178/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_427475,hCoV-19/USA/NY-NYUMC179/2020,North America / USA / New York / Staten Island,2020-04-01
EPI_ISL_427476,hCoV-19/USA/NY-NYUMC180/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427477,hCoV-19/USA/NY-NYUMC181/2020,North America / USA / New York / Queens,2020-04-01
EPI_ISL_427478,hCoV-19/USA/NY-NYUMC182/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_427479,hCoV-19/USA/NY-NYUMC183/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_415470,hCoV-19/Netherlands/NA_14/2020,Europe / Netherlands,2020-03-10
EPI_ISL_415472,hCoV-19/Netherlands/NA_16/2020,Europe / Netherlands,2020-03-11
EPI_ISL_415471,hCoV-19/Netherlands/NA_15/2020,Europe / Netherlands,2020-03-11
EPI_ISL_415474,hCoV-19/Netherlands/NA_18/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415473,hCoV-19/Netherlands/NA_17/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415476,hCoV-19/Netherlands/NA_2/2020,Europe / Netherlands,2020-03-10
EPI_ISL_415475,hCoV-19/Netherlands/NA_19/2020,Europe / Netherlands,2020-03-12
EPI_ISL_415478,hCoV-19/Netherlands/NA_21/2020,Europe / Netherlands,2020-03-08
EPI_ISL_415477,hCoV-19/Netherlands/NA_20/2020,Europe / Netherlands,2020-03-12
EPI_ISL_415479,hCoV-19/Netherlands/NA_22/2020,Europe / Netherlands,2020-03-08
EPI_ISL_427480,hCoV-19/USA/NY-NYUMC184/2020,North America / USA / New York / Queens,2020-04-01
EPI_ISL_427481,hCoV-19/USA/NY-NYUMC185/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_427482,hCoV-19/USA/NY-NYUMC186/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427483,hCoV-19/USA/NY-NYUMC187/2020,North America / USA / New York / Queens,2020-04-01
EPI_ISL_427484,hCoV-19/USA/NY-NYUMC188/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427485,hCoV-19/USA/NY-NYUMC189/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427486,hCoV-19/USA/NY-NYUMC191/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427487,hCoV-19/USA/NY-NYUMC192/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427488,hCoV-19/USA/NY-NYUMC193/2020,North America / USA / New York / Queens,2020-04-01
EPI_ISL_427489,hCoV-19/USA/NY-NYUMC194/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_426159,hCoV-19/USA/WI-GMF-00986/2020,North America / USA / Wisconsin / La Crosse County,2020-04-06
EPI_ISL_427450,hCoV-19/USA/WI-143/2020,North America / USA / Wisconsin,2020-04-13
EPI_ISL_426120,hCoV-19/USA/WA-UW-2230/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427451,hCoV-19/USA/WI-144/2020,North America / USA / Wisconsin,2020-04-06
EPI_ISL_426121,hCoV-19/USA/WA-UW-2232/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427452,hCoV-19/USA/WI-145/2020,North America / USA / Wisconsin,2020-04-10
EPI_ISL_426122,hCoV-19/USA/WA-UW-2234/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427453,hCoV-19/USA/WI-146/2020,North America / USA / Wisconsin,2020-04-06
EPI_ISL_426123,hCoV-19/USA/WA-UW-2235/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427454,hCoV-19/USA/WI-147/2020,North America / USA / Wisconsin,2020-04-10
EPI_ISL_426124,hCoV-19/USA/WA-UW-2236/2020,North America / USA / Washington,2020-03-23
EPI_ISL_427455,hCoV-19/USA/WI-148/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426125,hCoV-19/USA/WA-UW-2238/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427456,hCoV-19/USA/WI-149/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426126,hCoV-19/USA/WA-UW-2240/2020,North America / USA / Washington,2020-03-26
EPI_ISL_427457,hCoV-19/USA/WI-150/2020,North America / USA / Wisconsin,2020-04-13
EPI_ISL_426127,hCoV-19/USA/WA-UW-2244/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427458,hCoV-19/USA/WI-151/2020,North America / USA / Wisconsin,2020-04-08
EPI_ISL_426128,hCoV-19/USA/WA-UW-2245/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427459,hCoV-19/USA/WI-152/2020,North America / USA / Wisconsin,2020-04-06
EPI_ISL_426129,hCoV-19/USA/WA-UW-2247/2020,North America / USA / Washington,2020-03-24
EPI_ISL_415490,hCoV-19/Netherlands/NA_33/2020,Europe / Netherlands,2020-03-07
EPI_ISL_415492,hCoV-19/Netherlands/NA_35/2020,Europe / Netherlands,2020-03-10
EPI_ISL_415491,hCoV-19/Netherlands/NA_34/2020,Europe / Netherlands,2020-03-07
EPI_ISL_415494,hCoV-19/Netherlands/NA_5/2020,Europe / Netherlands,2020
EPI_ISL_415493,hCoV-19/Netherlands/NA_4/2020,Europe / Netherlands,2020
EPI_ISL_415496,hCoV-19/Netherlands/NA_7/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415495,hCoV-19/Netherlands/NA_6/2020,Europe / Netherlands,2020-03-10
EPI_ISL_415498,hCoV-19/Netherlands/NA_9/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415497,hCoV-19/Netherlands/NA_8/2020,Europe / Netherlands,2020-03-09
EPI_ISL_415499,hCoV-19/Netherlands/NoordBrabant_41/2020,Europe / Netherlands / Noord Brabant,2020
EPI_ISL_427460,hCoV-19/USA/WI-153/2020,North America / USA / Wisconsin,2020-04-09
EPI_ISL_426130,hCoV-19/USA/WA-UW-2249/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427461,hCoV-19/USA/WI-154/2020,North America / USA / Wisconsin,2020-04-12
EPI_ISL_426131,hCoV-19/USA/WA-UW-2250/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427462,hCoV-19/USA/WI-155/2020,North America / USA / Wisconsin,2020-04-10
EPI_ISL_426132,hCoV-19/USA/WA-UW-2253/2020,North America / USA / Washington,2020-03-24
EPI_ISL_426133,hCoV-19/USA/WA-UW-2258/2020,North America / USA / Washington,2020-03-23
EPI_ISL_426134,hCoV-19/USA/WA-UW-4370/2020,North America / USA / Washington,2020-03-31
EPI_ISL_426135,hCoV-19/USA/WA-UW-4404/2020,North America / USA / Washington,2020-03-30
EPI_ISL_426136,hCoV-19/USA/WA-UW-4406/2020,North America / USA / Washington,2020-03-31
EPI_ISL_426137,hCoV-19/USA/WA-UW-4407/2020,North America / USA / Washington,2020-03-31
EPI_ISL_427469,hCoV-19/USA/NY-NYUMC172/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_426180,hCoV-19/Korea/KCDC2010/2020,Asia / South Korea,2020-02-05
EPI_ISL_426181,hCoV-19/Korea/KCDC2011/2020,Asia / South Korea,2020-02-23
EPI_ISL_426182,hCoV-19/Korea/KCDC2012/2020,Asia / South Korea,2020-02-09
EPI_ISL_426183,hCoV-19/Korea/KCDC2013/2020,Asia / South Korea,2020-02-23
EPI_ISL_426187,hCoV-19/Korea/KCDC2014/2020,Asia / South Korea,2020-02-12
EPI_ISL_411915,hCoV-19/Taiwan/CGMH-CGU-01/2020,Asia / Taiwan / Taoyuan,2020-01-25
EPI_ISL_411902,hCoV-19/Cambodia/0012/2020,Asia / Cambodia / Sihanoukville,2020-01-27
EPI_ISL_427490,hCoV-19/USA/NY-NYUMC195/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_426160,hCoV-19/USA/WI-GMF-00921/2020,North America / USA / Wisconsin / La Crosse County,2020-04-03
EPI_ISL_427491,hCoV-19/USA/NY-NYUMC196/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_426161,hCoV-19/USA/WI-GMF-00928/2020,North America / USA / Wisconsin / La Crosse County,2020-04-06
EPI_ISL_427492,hCoV-19/USA/NY-NYUMC197/2020,North America / USA / New York / Queens,2020-04-01
EPI_ISL_427493,hCoV-19/USA/NY-NYUMC198/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_426163,hCoV-19/Korea/KCDC2003/2020,Asia / South Korea,2020-02-23
EPI_ISL_427494,hCoV-19/USA/NY-NYUMC199/2020,North America / USA / New York / Bronx,2020-04-01
EPI_ISL_423919,hCoV-19/England/20128001206/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_426164,hCoV-19/Korea/KCDC2004/2020,Asia / South Korea,2020-02-02
EPI_ISL_427495,hCoV-19/USA/NY-NYUMC200/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_423918,hCoV-19/England/20128000604/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_427496,hCoV-19/USA/NY-NYUMC201/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_423917,hCoV-19/England/20128000204/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_426166,hCoV-19/Korea/KCDC2005/2020,Asia / South Korea,2020-02-04
EPI_ISL_427497,hCoV-19/USA/NY-NYUMC202/2020,North America / USA / New York,2020-04-01
EPI_ISL_423916,hCoV-19/England/20126104604/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_426167,hCoV-19/Korea/KCDC2003/2020,Asia / South Korea,2020-02-23
EPI_ISL_427498,hCoV-19/USA/NY-NYUMC203/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_423915,hCoV-19/England/20126104404/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_426168,hCoV-19/Korea/KCDC2006/2020,Asia / South Korea,2020-02-02
EPI_ISL_427499,hCoV-19/USA/NY-NYUMC204/2020,North America / USA / New York / Manhattan,2020-04-01
EPI_ISL_423914,hCoV-19/England/20126104304/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_426169,hCoV-19/Korea/KCDC2007/2020,Asia / South Korea,2020-02-05
EPI_ISL_423913,hCoV-19/England/20126103604/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423912,hCoV-19/England/20126103404/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423911,hCoV-19/England/20126103304/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423910,hCoV-19/England/20126102404/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_426171,hCoV-19/Korea/KCDC2008/2020,Asia / South Korea,2020-02-05
EPI_ISL_426173,hCoV-19/Korea/KCDC2009/2020,Asia / South Korea,2020-02-07
EPI_ISL_423909,hCoV-19/England/20126102104/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423908,hCoV-19/England/20126101104/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423907,hCoV-19/England/20126100404/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_411926,hCoV-19/Taiwan/3/2020,Asia / Taiwan / Taipei,2020-01-24
EPI_ISL_423906,hCoV-19/England/20126097804/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_411927,hCoV-19/Taiwan/4/2020,Asia / Taiwan / Taipei,2020-01-28
EPI_ISL_423905,hCoV-19/England/20126097204/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423904,hCoV-19/England/20126095704/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_426179,hCoV-19/India/c31/2020,Asia / India,2020-03-02
EPI_ISL_411929,hCoV-19/South Korea/SNU01/2020,Asia / South Korea,2020-01
EPI_ISL_423903,hCoV-19/England/20126063104/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423902,hCoV-19/England/20126036204/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423901,hCoV-19/England/20126035904/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423900,hCoV-19/England/20126035604/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_416731,hCoV-19/England/SHEF-BFCC0/2020,Europe / England / Northamtonshire,2020-03-03
EPI_ISL_416732,hCoV-19/England/SHEF-BFCDF/2020,Europe / England / London,2020-03-03
EPI_ISL_416730,hCoV-19/England/SHEF-BFCB1/2020,Europe / England / South Yorkshire,2020-03-03
EPI_ISL_416735,hCoV-19/England/SHEF-BFD09/2020,Europe / England / South Yorkshire,2020-03-09
EPI_ISL_416736,hCoV-19/England/SHEF-BFD18/2020,Europe / England / South Yorkshire,2020-03-09
EPI_ISL_416733,hCoV-19/England/SHEF-BFCEE/2020,Europe / England / South Yorkshire,2020-03-07
EPI_ISL_416734,hCoV-19/England/SHEF-BFCFD/2020,Europe / England / South Yorkshire,2020-03-09
EPI_ISL_416728,hCoV-19/USA/WA-UW190/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416729,hCoV-19/USA/WA-UW191/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416726,hCoV-19/USA/WA-UW188/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416727,hCoV-19/USA/WA-UW189/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416720,hCoV-19/USA/WA-UW182/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416721,hCoV-19/USA/WA-UW183/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416724,hCoV-19/USA/WA-UW186/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416725,hCoV-19/USA/WA-UW187/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416722,hCoV-19/USA/WA-UW184/2020,North America / USA / Washington,2020-03-12
EPI_ISL_416723,hCoV-19/USA/WA-UW185/2020,North America / USA / Washington,2020-03-14
EPI_ISL_416717,hCoV-19/USA/WA-UW179/2020,North America / USA / Washington,2020-03-15
EPI_ISL_416718,hCoV-19/USA/WA-UW180/2020,North America / USA / Washington,2020-03-14
EPI_ISL_416715,hCoV-19/USA/WA-UW177/2020,North America / USA / Washington,2020-03-15
EPI_ISL_416716,hCoV-19/USA/WA-UW178/2020,North America / USA / Washington,2020-03-13
EPI_ISL_416719,hCoV-19/USA/WA-UW181/2020,North America / USA / Washington,2020-03-14
EPI_ISL_427404,hCoV-19/Qatar/QA02/2020,Asia / Qatar / Doha,2020-03-23
EPI_ISL_427405,hCoV-19/Qatar/QA08/2020,Asia / Qatar / Doha,2020-03-23
EPI_ISL_427406,hCoV-19/Qatar/QA11/2020,Asia / Qatar / Doha,2020-03-23
EPI_ISL_416750,hCoV-19/France/Lyon_683/2020,Europe / France / ARA,2020-03-06
EPI_ISL_416753,hCoV-19/France/Lyon_06464 /2020,Europe / France / ARA,2020-03-06
EPI_ISL_416754,hCoV-19/France/Lyon_06487/2020,Europe / France / ARA,2020-03-06
EPI_ISL_416751,hCoV-19/France/Clermont-Ferrand_651/2020,Europe / France / ARA,2020-03-05
EPI_ISL_416752,hCoV-19/France/Clermont-Ferrand_650/2020,Europe / France / ARA,2020-03-04
EPI_ISL_416757,hCoV-19/France/Bourg-en-Bresse_06678/2020,Europe / France / ARA,2020-03-07
EPI_ISL_416758,hCoV-19/France/Lyon_0693/2020,Europe / France / ARA,2020-03-08
EPI_ISL_416756,hCoV-19/France/Lyon_06531/2020,Europe / France / ARA,2020-03-06
EPI_ISL_416748,hCoV-19/France/Lyon_508/2020,Europe / France / ARA,2020-03-04
EPI_ISL_416749,hCoV-19/France/Valence_532/2020,Europe / France / ARA,2020-03-04
EPI_ISL_416742,hCoV-19/Czech Republic/ChVir1630/2020,Europe / Czech Republic / Prague,2020-02
EPI_ISL_416743,hCoV-19/Czech Republic/ChVir1912/2020,Europe / Czech Republic / Prague,2020-03
EPI_ISL_416740,hCoV-19/England/SHEF-BFD54/2020,Europe / England / South Yorkshire,2020-03-03
EPI_ISL_416741,hCoV-19/Lithuania/ChVir1632/2020,Europe / Lithuania / Vilnius,2020-02
EPI_ISL_416746,hCoV-19/France/Valence_425/2020,Europe / France / ARA,2020-03-03
EPI_ISL_416747,hCoV-19/France/Lyon_487/2020,Europe / France / ARA,2020-03-04
EPI_ISL_416744,hCoV-19/Hungary/49/2020,Europe / Hungary / Baranya,2020-03-20
EPI_ISL_416745,hCoV-19/France/Pollionay_1733/2020,Europe / France / ARA,2020-03-10
EPI_ISL_416739,hCoV-19/England/SHEF-BFD45/2020,Europe / England / South Yorkshire,2020-03-09
EPI_ISL_416737,hCoV-19/England/SHEF-BFD27/2020,Europe / England / London,2020-03-03
EPI_ISL_416738,hCoV-19/England/SHEF-BFD36/2020,Europe / England / Nottinghamhisre,2020-03-09
EPI_ISL_427429,hCoV-19/USA/WI-122/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_402129,hCoV-19/Wuhan/WIV06/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_402130,hCoV-19/Wuhan/WIV07/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_402131,hCoV-19/bat/Yunnan/RaTG13/2013,Asia / China / Yunnan / Pu'er,2013-07-24
EPI_ISL_427430,hCoV-19/USA/WI-123/2020,North America / USA / Wisconsin,2020-04-11
EPI_ISL_426100,hCoV-19/USA/WA-UW-2146/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427431,hCoV-19/USA/WI-124/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426101,hCoV-19/USA/WA-UW-2149/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427432,hCoV-19/USA/WI-125/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426102,hCoV-19/USA/WA-UW-2164/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427433,hCoV-19/USA/WI-126/2020,North America / USA / Wisconsin,2020-04-11
EPI_ISL_402132,hCoV-19/Wuhan/HBCDC-HB-01/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_426103,hCoV-19/USA/WA-UW-2169/2020,North America / USA / Washington,2020-03-23
EPI_ISL_427434,hCoV-19/USA/WI-127/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426104,hCoV-19/USA/WA-UW-2177/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427435,hCoV-19/USA/WI-128/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_426105,hCoV-19/USA/WA-UW-2179/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427436,hCoV-19/USA/WI-129/2020,North America / USA / Wisconsin,2020-04-06
EPI_ISL_426106,hCoV-19/USA/WA-UW-2180/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427437,hCoV-19/USA/WI-130/2020,North America / USA / Wisconsin,2020-04-13
EPI_ISL_426107,hCoV-19/USA/WA-UW-2181/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427438,hCoV-19/USA/WI-131/2020,North America / USA / Wisconsin,2020-04-08
EPI_ISL_426108,hCoV-19/USA/WA-UW-2186/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427439,hCoV-19/USA/WI-132/2020,North America / USA / Wisconsin,2020-04-10
EPI_ISL_426109,hCoV-19/USA/WA-UW-2192/2020,North America / USA / Washington,2020-03-25
EPI_ISL_402119,hCoV-19/Wuhan/IVDC-HB-01/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_415435,hCoV-19/Wales/PHW06/2020,Europe / United Kingdom / Wales,2020-03-06
EPI_ISL_402120,hCoV-19/Wuhan/IVDC-HB-04/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_427440,hCoV-19/USA/WI-133/2020,North America / USA / Wisconsin,2020-04-12
EPI_ISL_426110,hCoV-19/USA/WA-UW-2193/2020,North America / USA / Washington,2020-03-24
EPI_ISL_427441,hCoV-19/USA/WI-134/2020,North America / USA / Wisconsin,2020-04-13
EPI_ISL_426111,hCoV-19/USA/WA-UW-2203/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427442,hCoV-19/USA/WI-135/2020,North America / USA / Wisconsin,2020-04-09
EPI_ISL_402123,hCoV-19/Wuhan/IPBCAMS-WH-01/2019,Asia / China / Hubei / Wuhan,2019-12-24
EPI_ISL_426112,hCoV-19/USA/WA-UW-2208/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427443,hCoV-19/USA/WI-136/2020,North America / USA / Wisconsin,2020-04-09
EPI_ISL_402124,hCoV-19/Wuhan/WIV04/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_426113,hCoV-19/USA/WA-UW-2212/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427444,hCoV-19/USA/WI-137/2020,North America / USA / Wisconsin,2020-04-09
EPI_ISL_402121,hCoV-19/Wuhan/IVDC-HB-05/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_426114,hCoV-19/USA/WA-UW-2213/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427445,hCoV-19/USA/WI-138/2020,North America / USA / Wisconsin,2020-04-12
EPI_ISL_426115,hCoV-19/USA/WA-UW-2214/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427446,hCoV-19/USA/WI-139/2020,North America / USA / Wisconsin,2020-04-12
EPI_ISL_402127,hCoV-19/Wuhan/WIV02/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_426116,hCoV-19/USA/WA-UW-2215/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427447,hCoV-19/USA/WI-140/2020,North America / USA / Wisconsin,2020-04-09
EPI_ISL_402128,hCoV-19/Wuhan/WIV05/2019,Asia / China / Hubei / Wuhan,2019-12-30
EPI_ISL_426117,hCoV-19/USA/WA-UW-2218/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427448,hCoV-19/USA/WI-141/2020,North America / USA / Wisconsin,2020-04-07
EPI_ISL_402125,hCoV-19/Wuhan-Hu-1/2019,Asia / China,2019-12-31
EPI_ISL_426118,hCoV-19/USA/WA-UW-2219/2020,North America / USA / Washington,2020-03-25
EPI_ISL_427449,hCoV-19/USA/WI-142/2020,North America / USA / Wisconsin,2020-04-10
EPI_ISL_402126,hCoV-19/Kanagawa/1/2020,Asia / Japan / Kanagawa,2020-01-14
